"filename", "language", "GLSL", "C++", "comment", "blank", "total"
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\NoTextureVert.vert", "GLSL", 13, 0, 0, 4, 17
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingBasicFrag.frag", "GLSL", 47, 0, 0, 11, 58
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingBasicVert.vert", "GLSL", 21, 0, 0, 5, 26
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingDepthTextureFrag.frag", "GLSL", 4, 0, 0, 2, 6
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingDepthTextureVert.vert", "GLSL", 9, 0, 0, 2, 11
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingNoTextureFrag.frag", "GLSL", 43, 0, 0, 11, 54
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\SMappingNoTextureVert.vert", "GLSL", 18, 0, 0, 5, 23
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowingBasicFrag.frag", "GLSL", 12, 0, 0, 5, 17
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowingBasicVert.vert", "GLSL", 16, 0, 0, 4, 20
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowingNoTextureFrag.frag", "GLSL", 8, 0, 0, 3, 11
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowingNoTextureGeom.geom", "GLSL", 54, 0, 0, 8, 62
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowingNoTextureVert.vert", "GLSL", 10, 0, 0, 3, 13
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowsFrag.frag", "GLSL", 6, 0, 0, 2, 8
"c:\Users\gabri\OneDrive\Desktop\MySpecialEngine\MySpecialEngine\Shaders\VShadowsVert.vert", "GLSL", 9, 0, 0, 3, 12
"Total", "-", 459, -3326, -197, -329, -3393
